-0.0595  	0.38046  	-0.3974  	-1.9939  	-0.8723  	-1.5282  	0.54465  	0.69593  	0.37051  	0.17688  	0.58021  	-0.5033  	0.19761  	0.34455  	-0.4642  	1.52136  	-0.6100  	-0.0880  	0.24938  	0.41505  	0.55205  	-0.1857  	-0.5183  	0.77710  	0.36241  	-0.1477  	0.51170  	0.05776  	-0.8261  	-0.3507  	0.04307  	0.20146  	0.23688  	-0.0984  	0.59866  	-0.3179  	0.64858  	-0.3632  	-0.4797  	0.67157  	0.14521  	-0.1713  	-0.1807  	0.29075  	0.14142  	-0.0630  	0.02130  	0.00012  	-0.0195  	-0.0035  	-0.0235  	-0.0479  	-0.0662  	-0.0382  	-0.0652  	-0.0239  	0.01041  	-0.0440  	-0.0247  	0.03222  	0.03176  	0.01495  	0.06313  	-0.0315  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.0595  	0.38046  	-0.3974  	-1.9939  	-0.8723  	-1.5282  	0.54465  	0.69593  	0.37051  	0.17688  	0.58021  	-0.5033  	0.19761  	0.34455  	-0.4642  	1.52136  	-0.6100  	-0.0880  	0.24938  	0.41505  	0.55205  	-0.1857  	-0.5183  	0.77710  	0.36241  	-0.1477  	0.51170  	0.05776  	-0.8261  	-0.3507  	0.04307  	0.20146  	0.23688  	-0.0984  	0.59866  	-0.3179  	0.64858  	-0.3632  	-0.4797  	0.67157  	0.14521  	-0.1713  	-0.1807  	0.29075  	0.14142  	-0.0630  	0.02130  	0.00012  	-0.0195  	-0.0035  	-0.0235  	-0.0479  	-0.0662  	-0.0382  	-0.0652  	-0.0239  	0.01041  	-0.0440  	-0.0247  	0.03222  	0.03176  	0.01495  	0.06313  	-0.0315  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.0449  	0.38098  	-0.4005  	-1.9726  	-0.8536  	-1.5191  	0.54960  	0.69039  	0.36441  	0.16734  	0.54606  	-0.5181  	0.21318  	0.35527  	-0.4541  	1.51964  	-0.6083  	-0.0817  	0.25298  	0.41953  	0.53663  	-0.1771  	-0.5288  	0.78782  	0.38278  	-0.1480  	0.52393  	0.05902  	-0.8057  	-0.3455  	0.03920  	0.19547  	0.23418  	-0.1000  	0.60558  	-0.3090  	0.62723  	-0.3756  	-0.4695  	0.68017  	0.13175  	-0.1691  	-0.1840  	0.29051  	0.14256  	-0.0630  	0.02113  	0.00260  	-0.0168  	-0.0024  	-0.0180  	-0.0490  	-0.0666  	-0.0411  	-0.0650  	-0.0238  	0.01085  	-0.0431  	-0.0259  	0.03087  	0.02940  	0.01571  	0.06623  	-0.0326  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.0801  	0.36544  	-0.4450  	-1.7926  	-0.6762  	-1.4756  	0.55045  	0.66608  	0.30575  	0.22089  	0.34876  	-0.5241  	0.29782  	0.47027  	-0.4305  	1.50559  	-0.6343  	-0.0427  	0.24425  	0.46830  	0.36372  	-0.1945  	-0.6471  	0.70393  	0.50891  	-0.1626  	0.48152  	0.25243  	-0.5980  	-0.2676  	0.01894  	0.15754  	0.22124  	-0.0948  	0.55481  	-0.2393  	0.47519  	-0.4493  	-0.4030  	0.71639  	0.13567  	-0.1529  	-0.1797  	0.30185  	0.14963  	-0.0583  	0.01739  	0.01553  	-0.0093  	-0.0087  	-0.0117  	-0.0517  	-0.0672  	-0.0491  	-0.0628  	-0.0237  	0.00921  	-0.0483  	-0.0236  	0.02757  	0.03227  	0.01559  	0.06264  	-0.0381  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.0387  	0.36792  	-0.6319  	-1.5491  	-0.4616  	-1.5192  	0.61384  	0.61711  	0.30381  	0.29530  	0.02583  	-0.5923  	0.41374  	0.63734  	-0.1882  	1.33593  	-0.6651  	-0.0391  	0.22879  	0.43233  	0.17870  	-0.1057  	-0.7400  	0.66324  	0.68441  	-0.1755  	0.56347  	0.34748  	-0.3534  	-0.1656  	-0.0062  	0.10843  	0.19328  	-0.0792  	0.50836  	-0.1686  	0.32421  	-0.5148  	-0.3255  	0.81039  	0.07370  	-0.1332  	-0.2128  	0.30759  	0.15381  	-0.0618  	0.01062  	0.02783  	0.00452  	-0.0086  	0.01159  	-0.0527  	-0.0626  	-0.0487  	-0.0639  	-0.0099  	0.00727  	-0.0514  	-0.0161  	0.03599  	0.03250  	0.01491  	0.05207  	-0.0405  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.1925  	0.33352  	-0.7776  	-1.3624  	-0.3273  	-1.6831  	0.58238  	0.57860  	0.29029  	0.27830  	0.01715  	-0.5603  	0.42248  	0.75319  	-0.0952  	1.32837  	-0.6953  	-0.0556  	0.17399  	0.52248  	0.14307  	-0.0759  	-0.8849  	0.76801  	0.76452  	-0.1748  	0.54015  	0.36695  	-0.3704  	-0.1366  	0.02266  	0.08908  	0.20469  	-0.0638  	0.58049  	-0.2030  	0.28446  	-0.5413  	-0.3470  	0.83567  	-0.0174  	-0.0978  	-0.2607  	0.25678  	0.15915  	-0.0667  	0.02115  	-0.0023  	-0.0143  	-0.0142  	0.00528  	-0.0579  	-0.0818  	-0.0477  	-0.0693  	-0.0295  	0.01915  	-0.0477  	-0.0212  	0.02098  	0.01876  	0.02141  	0.05607  	-0.0349  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.4302  	0.22298  	-0.9023  	-1.5156  	-0.3605  	-1.9038  	0.62194  	0.58179  	0.26430  	0.27526  	0.23970  	-0.4619  	0.33872  	0.51154  	-0.3050  	1.37242  	-0.6902  	-3.7129  	0.18284  	0.64666  	0.12866  	-0.2010  	-0.9428  	0.73406  	0.60975  	-0.1567  	0.47009  	0.50679  	-0.4305  	-0.2212  	0.00038  	0.12415  	0.25201  	-0.0624  	0.63809  	-0.1826  	0.30526  	-0.5491  	-0.3530  	0.86186  	0.01024  	-0.0962  	-0.2934  	0.26784  	0.17030  	-0.0621  	0.02546  	-0.0114  	-0.0290  	-0.0003  	0.00733  	-0.0444  	-0.0787  	-0.0433  	-0.0645  	-0.0253  	0.03538  	-0.0531  	-0.0127  	0.02794  	0.02851  	0.01361  	0.04538  	-0.0452  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.4825  	0.17824  	-0.8409  	-1.6961  	-0.4762  	-1.8144  	0.55187  	0.50477  	0.28188  	0.29392  	0.27024  	-0.3703  	0.28403  	0.30981  	-0.4077  	1.45874  	-0.7355  	0.06119  	0.21746  	0.66344  	0.10231  	-0.2280  	-0.8502  	0.68507  	0.48447  	-0.1190  	0.29007  	0.55472  	-0.4218  	-0.2534  	0.03525  	0.13778  	0.21727  	-0.0417  	0.55143  	-0.2088  	0.28782  	-0.5174  	-0.3635  	0.80573  	0.10746  	-0.1397  	-0.2347  	0.30326  	0.15604  	-0.0711  	0.02254  	-0.0075  	-0.0256  	-0.0086  	-0.0045  	-0.0599  	-0.0780  	-0.0450  	-0.0691  	-0.0297  	0.03449  	-0.0384  	-0.0211  	0.02487  	0.01979  	0.00260  	0.04818  	-0.0402  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.3006  	0.25832  	-0.7414  	-1.7290  	-0.5651  	-1.6534  	0.57484  	0.50475  	0.29645  	0.26165  	0.12452  	-0.4918  	0.29432  	0.34348  	-0.4376  	1.43553  	-0.6621  	0.09182  	0.22273  	0.62932  	0.03770  	-0.1671  	-0.8366  	0.60247  	0.57724  	-0.1192  	0.28837  	0.54590  	-0.3234  	-0.2035  	-0.0073  	0.12218  	0.20996  	-0.0502  	0.40960  	-0.1935  	0.25581  	-0.5110  	-0.3023  	0.82540  	0.13916  	-0.1553  	-0.1938  	0.28109  	0.17266  	-0.0625  	0.01971  	0.01116  	-0.0152  	0.00252  	-0.0124  	-0.0590  	-0.0788  	-0.0440  	-0.0634  	-0.0383  	0.02583  	-0.0485  	-0.0201  	0.02002  	0.00848  	-0.0022  	0.05713  	-0.0379  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
-0.3141  	0.24166  	-0.6287  	-1.7447  	-0.6054  	-1.5837  	0.55037  	0.49982  	0.24879  	0.25815  	0.28987  	-0.4732  	0.23203  	0.20650  	-0.5728  	1.43875  	-0.7078  	0.02290  	0.22609  	0.63031  	0.09192  	-0.1777  	-0.8128  	0.70620  	0.52083  	-0.1468  	0.36680  	0.48427  	-0.4365  	-0.2469  	0.00690  	0.14218  	0.19525  	-0.0669  	0.48048  	-0.1627  	0.33766  	-0.4945  	-0.3441  	0.81040  	0.13269  	-0.1529  	-0.2019  	0.30600  	0.15114  	-0.0681  	0.01989  	0.00228  	-0.0109  	-0.0138  	0.01316  	-0.0561  	-0.0673  	-0.0480  	-0.0632  	-0.0345  	0.03606  	-0.0395  	-0.0112  	0.03434  	0.01667  	0.00192  	0.05849  	-0.0320  	0.05792  	0.09240  	0.02501  	0.02379  	-0.0674  	-0.0570  	0.96637  	126.128  	110.512  	
